gene_short_name	gene_id	locus	s_1_NR_A_FPKM	s_2_NR_B_FPKM	s_3_CR_A_FPKM	s_4_CR_B_FPKM
YAL067W-A	YAL067W-A	ref|NC_001133|:2479-2707	0	0.614429	0	0
YAL068W-A	YAL068W-A	ref|NC_001133|:537-792	0	0	0	0
YAL069W	YAL069W	ref|NC_001133|:334-649	0	0	0	0
YAP1	YML007W	ref|NC_001145|:253847-255800	80.6006	79.9284	221.143	180.482
YAP1801	YHR161C	ref|NC_001140|:420372-422286	85.3472	82.6973	238.878	197.137
YAP1802	YGR241C	ref|NC_001139|:974874-976581	36.4932	39.1579	89.0716	81.6982
YAP3	YHL009C	ref|NC_001140|:84067-85060	38.3282	31.9192	46.7634	71.4993
YAP5	YIR018W	ref|NC_001141|:384608-385346	30.2006	31.0512	69.5996	79.0366
YAP6	YDR259C	ref|NC_001136|:974630-975782	12.8666	22.8404	7.49092	12.0856
YAP7	YOL028C	ref|NC_001147|:270632-271370	33.4094	29.8395	42.4014	29.3565
YAR009C	YAR009C	ref|NC_001133|:160596-164187	0.595319	0.421991	0.681855	0.402273
YAR010C	YAR010C	ref|NC_001133|:164543-165866	0	0	0	0
YAR019W-A	YAR019W-A	ref|NC_001133|:174997-175330	2.76969	1.36638	4.20909	9.55682
YAR023C	YAR023C	ref|NC_001133|:179280-179820	28.9938	26.4759	26.744	35.3518
YAR028W	YAR028W	ref|NC_001133|:184891-185596	81.0767	61.6176	31.4174	30.6656
YAR029W	YAR029W	ref|NC_001133|:186320-186545	164.714	131.791	90.2548	73.3692
YAR030C	YAR030C	ref|NC_001133|:186511-186853	84.7549	80.7138	42.444	38.5246
YAR035C-A	YAR035C-A	ref|NC_001133|:192336-192417	197.037	276.704	909.994	2619.21
YAR047C	YAR047C	ref|NC_001133|:201466-201787	61.7287	70.1188	18.1206	17.9849
YAR053W	YAR053W	ref|NC_001133|:208366-208663	2.07222	2.2172	0.765627	3.44325
YAR060C	YAR060C	ref|NC_001133|:217156-217492	0	0	0	0
YAR061W	YAR061W	ref|NC_001133|:218139-218343	0	0	0	0
YAR062W	YAR062W	ref|NC_001133|:218548-219145	0	0	0	0
YAR064W	YAR064W	ref|NC_001133|:220197-220497	1.34453	0	0.496766	0.22341
YAR066W	YAR066W	ref|NC_001133|:221048-221660	0.247025	0	0.0608458	0
YAR068W	YAR068W	ref|NC_001133|:222405-222891	0.833797	0.477927	0.176037	0.237507
YAR069C	YAR069C	ref|NC_001133|:224010-224304	0	0	0	0
YAR070C	YAR070C	ref|NC_001133|:224562-224862	0.336133	0	0	0
YAR075W	YAR075W	ref|NC_001133|:228843-229317	0.838802	2.11617	2.87961	2.46532
YAR1	YPL239W	ref|NC_001148|:99483-100086	276.844	221.754	141.172	77.4518
YAT1	YAR035W	ref|NC_001133|:190192-192256	10.4066	6.06026	86.0838	55.5859
YAT2	YER024W	ref|NC_001137|:202191-204963	28.9335	26.0852	833.549	869.197
YBL005W-A	YBL005W-A	ref|NC_001134|:221329-222652	0.0876462	0.0695682	0.20301	0.438088
YBL005W-B	YBL005W-B	ref|NC_001134|:221329-226598	0.464989	0.415904	0.214997	0.132521
YBL006W-A	YBL006W-A	ref|NC_001134|:216710-216860	45.409	50.5792	45.1203	65.5457
YBL008W-A	YBL008W-A	ref|NC_001134|:209408-209648	4.53988	6.24535	2.39622	6.46591
YBL010C	YBL010C	ref|NC_001134|:206106-206949	43.8004	41.3513	41.9632	52.702
YBL012C	YBL012C	ref|NC_001134|:203405-203807	80.1573	59.1077	74.9545	83.5713
YBL028C	YBL028C	ref|NC_001134|:167517-167838	276.229	171.904	65.8175	41.2153
YBL029C-A	YBL029C-A	ref|NC_001134|:164487-164772	369.201	298.447	477.29	682.665
YBL029W	YBL029W	ref|NC_001134|:166133-167264	22.1113	19.809	49.2313	78.7094
YBL036C	YBL036C	ref|NC_001134|:150446-151220	121.073	111.112	83.499	70.0108
YBL039C-A	YBL039C-A	ref|NC_001134|:144947-145031	3249.64	1718.37	1114.62	1185.55
YBL039W-B	YBL039W-B	ref|NC_001134|:143392-143572	106.076	118.613	483.153	658.799
YBL044W	YBL044W	ref|NC_001134|:135997-136366	7.30972	6.35466	10.3528	7.96238
YBL053W	YBL053W	ref|NC_001134|:119334-119709	214.686	166.904	129.666	168.159
YBL055C	YBL055C	ref|NC_001134|:115572-116829	86.3519	75.364	50.5805	34.0842
YBL059W	YBL059W	ref|NC_001134|:110593-111244	51.7247	38.4409	52.9981	55.585
YBL062W	YBL062W	ref|NC_001134|:105307-105688	4.78121	2.41356	3.1437	6.31431
YBL065W	YBL065W	ref|NC_001134|:99962-100307	25.1105	26.8965	35.6037	59.6978
YBL068W-A	YBL068W-A	ref|NC_001134|:91793-92030	130.098	115.343	68.2336	33.7568
YBL070C	YBL070C	ref|NC_001134|:90604-90925	74.1141	53.4893	35.8703	25.1273
YBL071C	YBL071C	ref|NC_001134|:90222-90531	106.302	83.867	190.674	168.158
YBL071C-B	YBL071C-B	ref|NC_001134|:89457-89556	56.5025	15.1139	41.7522	62.5906
YBL073W	YBL073W	ref|NC_001134|:87645-87957	52.8854	39.2361	21.2973	40.358
YBL077W	YBL077W	ref|NC_001134|:80896-81328	297.348	232.002	135.407	85.374
YBL081W	YBL081W	ref|NC_001134|:71865-72972	12.0937	9.4958	4.83948	2.91843
YBL083C	YBL083C	ref|NC_001134|:69712-70138	4.22313	3.87598	5.4706	9.8829
YBL086C	YBL086C	ref|NC_001134|:61201-62602	111.365	104.641	320.208	318.688
YBL094C	YBL094C	ref|NC_001134|:43764-44097	38.3576	54.3844	29.8019	34.7642
YBL095W	YBL095W	ref|NC_001134|:43276-44089	30.0167	34.7456	44.2464	36.1071
YBL096C	YBL096C	ref|NC_001134|:43173-43482	22.3514	17.934	5.97138	20.6844
YBL100C	YBL100C	ref|NC_001134|:36988-37303	649.076	527.446	1397.77	840.124
YBL100W-A	YBL100W-A	ref|NC_001134|:29934-31251	0.0403077	0.0361902	0.0271193	0.0820626
YBL100W-B	YBL100W-B	ref|NC_001134|:29934-35248	0.451579	0.229604	0.159323	0.170082
YBL100W-C	YBL100W-C	ref|NC_001134|:28426-28546	165.942	139.822	153.277	430.144
YBL107C	YBL107C	ref|NC_001134|:9960-10551	115.628	99.1276	97.6947	56.6007
YBL107W-A	YBL107W-A	ref|NC_001134|:9267-9372	0	0	0	0
YBL108W	YBL108W	ref|NC_001134|:8176-8482	0	0.255891	0.235633	0
YBL109W	YBL109W	ref|NC_001134|:5789-6125	1.00746	0.202115	0.37223	0
YBL111C	YBL111C	ref|NC_001134|:2906-5009	0	0	0	0
YBL112C	YBL112C	ref|NC_001134|:2581-2899	0	0	0	0
YBL113C	YBL113C	ref|NC_001134|:279-2658	0.781965	0.727162	0.978991	0.498688
YBL113W-A	YBL113W-A	ref|NC_001134|:645-1128	0.287641	0.227177	0.200356	0.195123
YBP1	YBR216C	ref|NC_001134|:655575-657600	41.9272	40.5907	37.3773	57.316
YBP2	YGL060W	ref|NC_001139|:390064-391990	35.3217	33.81	21.9188	21.5958
YBR012C	YBR012C	ref|NC_001134|:259146-259566	38.8689	37.5542	13.4419	21.3907
YBR012W-A	YBR012W-A	ref|NC_001134|:259868-261191	0	0.0391378	0.0224882	0.0248819
YBR012W-B	YBR012W-B	ref|NC_001134|:259868-265140	0.238718	0.161637	0.034234	0.0914668
YBR013C	YBR013C	ref|NC_001134|:265491-265881	15.3352	17.9524	23.9969	37.2927
YBR016W	YBR016W	ref|NC_001134|:270246-270633	128.891	152.719	413.758	449.905
YBR027C	YBR027C	ref|NC_001134|:294023-294356	7.97915	7.84889	9.7001	44.1374
YBR032W	YBR032W	ref|NC_001134|:301518-301821	21.6025	24.9524	15.7211	29.8039
YBR051W	YBR051W	ref|NC_001134|:337987-338338	73.7053	86.6244	210.904	800.369
YBR053C	YBR053C	ref|NC_001134|:339674-340751	184.135	200.024	243.661	232.338
YBR056C-B	YBR056C-B	ref|NC_001134|:351292-351451	7.30365	5.61877	4.19088	2.25678
YBR056W	YBR056W	ref|NC_001134|:347878-349384	341.584	487.29	443.755	455.696
YBR056W-A	YBR056W-A	ref|NC_001134|:351254-351455	137.742	180.342	365.981	527.994
YBR062C	YBR062C	ref|NC_001134|:365975-366600	182.73	153.156	162.413	168.543
YBR063C	YBR063C	ref|NC_001134|:366969-368184	35.4737	34.8206	25.8953	28.4268
YBR064W	YBR064W	ref|NC_001134|:367762-368191	17.8672	17.5443	11.3208	17.5785
YBR071W	YBR071W	ref|NC_001134|:380410-381046	98.2217	99.8513	208.661	165.921
YBR072C-A	YBR072C-A	ref|NC_001134|:382859-383021	7.6964	32.9394	11.3744	8.52568
YBR074W	YBR074W	ref|NC_001134|:386285-389216	65.5348	48.298	35.4594	23.6545
YBR076C-A	YBR076C-A	ref|NC_001134|:391350-391617	99.9764	93.7245	86.3048	133.83
YBR085C-A	YBR085C-A	ref|NC_001134|:418906-419164	2307.78	3237.65	3681.15	6352.27
YBR089W	YBR089W	ref|NC_001134|:425182-425782	7.77682	5.01252	2.66272	3.75002
YBR090C	YBR090C	ref|NC_001134|:426332-427058	426.4	396.433	589.51	569.917
YBR096W	YBR096W	ref|NC_001134|:436020-436713	265.137	230.794	114.639	99.7791
YBR099C	YBR099C	ref|NC_001134|:442923-443307	37.305	49.3489	28.2202	32.5789
YBR103C-A	YBR103C-A	ref|NC_001134|:449319-449463	12.055	45.1444	11.8773	18.6955
YBR109W-A	YBR109W-A	ref|NC_001134|:458607-458832	15.9967	23.1065	20.6862	35.618
YBR113W	YBR113W	ref|NC_001134|:465565-466048	45.5602	34.6926	40.6764	58.0575
YBR116C	YBR116C	ref|NC_001134|:474198-474726	25.0974	26.4101	37.6493	42.2789
YBR121C-A	YBR121C-A	ref|NC_001134|:482325-482484	3628.38	4169.15	1699.01	619.005
YBR124W	YBR124W	ref|NC_001134|:486506-486866	6.32883	6.85696	6.50787	7.66942
YBR126W-A	YBR126W-A	ref|NC_001134|:490849-491056	4961.65	3969.59	8066.13	5319.53
YBR126W-B	YBR126W-B	ref|NC_001134|:490926-491070	3079.44	3748.42	4030.66	1815.46
YBR131C-A	YBR131C-A	ref|NC_001134|:497649-497739	31.2438	28.9466	39.2937	44.0976
YBR134W	YBR134W	ref|NC_001134|:504242-504644	15.095	7.41316	9.93091	17.6962
YBR137W	YBR137W	ref|NC_001134|:513043-513583	94.3799	100.849	162.385	132.436
YBR138C	YBR138C	ref|NC_001134|:513761-515336	28.1133	34.8728	57.4866	91.212
YBR139W	YBR139W	ref|NC_001134|:515663-517190	150.822	171.844	338.232	340.319
YBR141C	YBR141C	ref|NC_001134|:527024-528038	28.7889	16.5694	8.76097	6.80011
YBR141W-A	YBR141W-A	ref|NC_001134|:527166-527262	432.835	334.261	258.89	1069.33
YBR144C	YBR144C	ref|NC_001134|:533234-533549	54.7079	66.4456	27.9705	46.7787
YBR174C	YBR174C	ref|NC_001134|:582337-582652	0.7369	2.88177	0.748699	4.83939
YBR178W	YBR178W	ref|NC_001134|:586070-586445	10.9638	8.85971	7.39988	20.6447
YBR182C-A	YBR182C-A	ref|NC_001134|:595360-595555	23.4992	25.1432	13.5058	5.20624
YBR184W	YBR184W	ref|NC_001134|:597362-598934	5.50235	3.60729	2.90423	3.06938
YBR190W	YBR190W	ref|NC_001134|:605965-606277	45.7931	34.6801	63.6297	171.941
YBR191W-A	YBR191W-A	ref|NC_001134|:607148-607223	972.831	2462.11	1493.03	1044.49
YBR196C-A	YBR196C-A	ref|NC_001134|:614023-614173	17.1696	13.7781	7.61244	2.28236
YBR196C-B	YBR196C-B	ref|NC_001134|:614525-614630	189.067	116.709	107.469	231.994
YBR197C	YBR197C	ref|NC_001134|:615202-615856	41.2863	34.0298	33.708	29.9716
YBR200W-A	YBR200W-A	ref|NC_001134|:622982-623147	11.9769	21.1445	1.77005	3.18418
YBR201C-A	YBR201C-A	ref|NC_001134|:624492-624696	140.474	211.139	114.512	119.301
YBR206W	YBR206W	ref|NC_001134|:634600-634924	83.7208	45.6687	60.7524	34.2523
YBR209W	YBR209W	ref|NC_001134|:642582-642900	3.75239	3.01118	6.61207	37.2185
YBR219C	YBR219C	ref|NC_001134|:662498-663303	1.00405	0.576928	0.276788	0.358426
YBR220C	YBR220C	ref|NC_001134|:662994-664677	40.843	32.3656	42.8126	32.3184
YBR221W-A	YBR221W-A	ref|NC_001134|:666537-666642	14.5436	58.3543	96.7224	86.9978
YBR223W-A	YBR223W-A	ref|NC_001134|:668720-668840	11.76	9.52206	9.45442	6.43079
YBR224W	YBR224W	ref|NC_001134|:670124-670640	22.9605	19.1596	24.575	93.0925
YBR225W	YBR225W	ref|NC_001134|:670626-673329	25.1067	24.2227	44.7321	47.9868
YBR226C	YBR226C	ref|NC_001134|:673154-673565	10.39	13.1981	31.4805	27.8475
YBR230W-A	YBR230W-A	ref|NC_001134|:680361-680562	626.814	624.512	717.322	525.836
YBR232C	YBR232C	ref|NC_001134|:683372-683732	12.2202	10.3403	29.9719	25.3897
YBR235W	YBR235W	ref|NC_001134|:686900-690263	37.1162	39.2263	36.3489	32.3055
YBR238C	YBR238C	ref|NC_001134|:695106-697302	28.0377	20.0898	2.41838	1.14368
YBR241C	YBR241C	ref|NC_001134|:702588-704055	41.2925	36.3173	71.3079	43.7847
YBR242W	YBR242W	ref|NC_001134|:704669-705386	102.038	82.7232	71.722	48.1003
YBR255C-A	YBR255C-A	ref|NC_001134|:726617-727074	193.702	239.412	286.114	323.959
YBR259W	YBR259W	ref|NC_001134|:730386-732453	19.0841	15.9803	14.262	19.5179
YBR271W	YBR271W	ref|NC_001134|:744851-746111	35.9255	25.4075	19.6104	11.3996
YBR277C	YBR277C	ref|NC_001134|:760214-760616	0.368742	0.869729	0.384938	1.80612
YBR284W	YBR284W	ref|NC_001134|:771238-773632	14.8077	16.8205	19.809	20.2345
YBR285W	YBR285W	ref|NC_001134|:773921-774356	66.8817	92.7569	940.088	733.376
YBR287W	YBR287W	ref|NC_001134|:776570-777854	81.611	92.7803	199.242	126.125
YBR292C	YBR292C	ref|NC_001134|:784701-785073	7.77998	10.7255	10.7609	6.09908
YBR296C-A	YBR296C-A	ref|NC_001134|:800122-800242	439.747	312.935	962.582	2007.34
YBR298C-A	YBR298C-A	ref|NC_001134|:805034-805256	0.836283	4.02656	5.56169	8.89335
YBR300C	YBR300C	ref|NC_001134|:808599-809097	0.228509	0	0.590993	0.379695
YBT1	YLL048C	ref|NC_001144|:41279-46265	133.954	90.4967	72.0532	60.3388
YCF1	YDR135C	ref|NC_001136|:723003-727551	76.6735	60.7585	77.3057	52.4521
YCG1	YDR325W	ref|NC_001136|:1117125-1120233	30.9092	22.445	20.4373	14.5906
YCH1	YGR203W	ref|NC_001139|:905236-905683	96.8919	78.9731	68.0229	50.8027
YCK1	YHR135C	ref|NC_001140|:372693-374310	78.7892	65.9933	104.966	80.4239
YCK2	YNL154C	ref|NC_001146|:343635-345276	59.6777	60.0497	125.141	84.412
YCK3	YER123W	ref|NC_001137|:404812-406387	34.8537	35.7776	57.4866	38.4625
YCL001W-A	YCL001W-A	ref|NC_001135|:113079-113541	20.6999	20.4765	7.21512	9.60476
YCL001W-B	YCL001W-B	ref|NC_001135|:113769-114024	74.5863	80.5222	32.1174	28.8883
YCL002C	YCL002C	ref|NC_001135|:110807-111675	44.6843	40.9019	28.2901	23.6608
YCL007C	YCL007C	ref|NC_001135|:106973-107366	76.2123	75.8702	39.2182	45.1228
YCL012C	YCL012C	ref|NC_001135|:101316-101788	86.191	97.5828	61.0983	63.837
YCL019W	YCL019W	ref|NC_001135|:85101-90415	0	0.0052775	0.00971941	0
YCL020W	YCL020W	ref|NC_001135|:85101-86418	0	0	0	0
YCL021W-A	YCL021W-A	ref|NC_001135|:83619-83997	95.5853	93.4063	51.4077	60.969
YCL022C	YCL022C	ref|NC_001135|:81569-82085	11.559	5.36819	7.09343	2.12609
YCL023C	YCL023C	ref|NC_001135|:78948-79296	12.893	12.7747	13.0267	17.9994
YCL041C	YCL041C	ref|NC_001135|:50132-50627	20.5952	13.9201	19.154	55.8942
YCL042W	YCL042W	ref|NC_001135|:50583-50943	932.79	991.904	2403.75	3742.21
YCL046W	YCL046W	ref|NC_001135|:46639-46963	14.6162	7.71245	9.97968	28.249
YCL048W-A	YCL048W-A	ref|NC_001135|:41487-41727	43.4531	68.6989	84.8263	63.3659
YCL049C	YCL049C	ref|NC_001135|:39785-40724	135.911	138.523	148.703	99.4485
YCL057C-A	YCL057C-A	ref|NC_001135|:24031-24325	650.447	542.764	510.028	255.333
YCL065W	YCL065W	ref|NC_001135|:13750-14119	0	0	0	0
YCL068C	YCL068C	ref|NC_001135|:11502-12285	0	0	0	0
YCL074W	YCL074W	ref|NC_001135|:2823-3750	0.0929474	0	0.171707	1.45177
YCL075W	YCL075W	ref|NC_001135|:2125-2566	0.141717	0.207371	0.106001	1.49528
YCL076W	YCL076W	ref|NC_001135|:1391-2135	0	0.0587433	0.0454141	0.501422
YCP4	YCR004C	ref|NC_001135|:119574-120318	289.754	361.735	1101.59	985.171
YCR001W	YCR001W	ref|NC_001135|:115684-115999	53.2293	60.2756	51.1335	58.1785
YCR006C	YCR006C	ref|NC_001135|:122529-123003	30.2304	26.4553	73.5426	79.8743
YCR007C	YCR007C	ref|NC_001135|:126010-126730	39.3928	47.4435	92.3791	99.9691
YCR013C	YCR013C	ref|NC_001135|:138401-139049	673.479	779.348	458.196	185.963
YCR015C	YCR015C	ref|NC_001135|:141216-142170	21.5941	19.8093	20.4591	26.7992
YCR016W	YCR016W	ref|NC_001135|:143633-144506	360.107	249.72	57.9331	53.6106
YCR018C-A	YCR018C-A	ref|NC_001135|:151607-151862	18.7807	23.683	20.6186	14.9791
YCR022C	YCR022C	ref|NC_001135|:157420-157765	13.7184	10.2494	16.7787	9.74674
YCR023C	YCR023C	ref|NC_001135|:158537-160373	58.169	52.2474	70.8735	60.0116
YCR024C-B	YCR024C-B	ref|NC_001135|:162598-162865	207.428	209.568	372.146	309.579
YCR025C	YCR025C	ref|NC_001135|:163445-163856	9.24627	9.24229	10.5484	8.94875
YCR038W-A	YCR038W-A	ref|NC_001135|:199292-199418	7.22603	0	5.57652	4.75646
YCR041W	YCR041W	ref|NC_001135|:200910-201243	51.4301	61.4584	40.1747	61.0353
YCR043C	YCR043C	ref|NC_001135|:206260-206644	62.8058	59.5226	101.358	76.3032
YCR045W-A	YCR045W-A	ref|NC_001135|:208750-209101	26.3925	20.1093	32.1444	17.9582
YCR047W-A	YCR047W-A	ref|NC_001135|:211300-211507	136.963	65.6051	59.876	59.3721
YCR049C	YCR049C	ref|NC_001135|:211870-212317	13.8665	9.9977	8.81613	13.2426
YCR050C	YCR050C	ref|NC_001135|:213463-213772	6.70672	23.0356	8.28366	4.66308
YCR051W	YCR051W	ref|NC_001135|:214070-214739	211.118	144.311	338.917	217.346
YCR061W	YCR061W	ref|NC_001135|:225562-227458	17.9739	16.3042	22.8945	21.4375
YCR064C	YCR064C	ref|NC_001135|:228094-228505	48.8741	36.9682	6.83739	8.71303
YCR075W-A	YCR075W-A	ref|NC_001135|:248974-249202	272.579	261.747	274.407	193.383
YCR076C	YCR076C	ref|NC_001135|:249292-250045	94.7364	104.999	147.969	114.178
YCR081C-A	YCR081C-A	ref|NC_001135|:258414-258651	20.9664	24.7257	17.1085	37.2079
YCR085W	YCR085W	ref|NC_001135|:262915-263269	5.34785	5.90081	4.28107	10.0709
YCR087C-A	YCR087C-A	ref|NC_001135|:264005-264467	295.773	176.695	85.3461	54.9191
YCR087W	YCR087W	ref|NC_001135|:263975-264491	31.8807	21.054	7.54544	8.96738
YCR090C	YCR090C	ref|NC_001135|:272314-272863	81.7922	68.2926	59.5044	55.2691
YCR095W-A	YCR095W-A	ref|NC_001135|:289638-289797	82.5648	48.5877	38.6401	124.387
YCR097W-A	YCR097W-A	ref|NC_001135|:294438-294705	0	0	0	0
YCR099C	YCR099C	ref|NC_001135|:300831-301299	45.9285	43.4684	78.8677	117.287
YCR100C	YCR100C	ref|NC_001135|:301270-302221	16.6436	13.8699	26.4952	42.1252
YCR101C	YCR101C	ref|NC_001135|:302481-303030	28.3351	23.3632	36.4797	101.607
YCR102C	YCR102C	ref|NC_001135|:304360-305467	3.86998	3.3743	3.24465	3.36362
YCR102W-A	YCR102W-A	ref|NC_001135|:306734-306932	4.94885	3.97131	1.82846	3.28925
YCR108C	YCR108C	ref|NC_001135|:315996-316188	0	0	0	0
YCS4	YLR272C	ref|NC_001144|:683671-687202	37.8582	30.1126	24.9596	23.2759
YCT1	YLL055W	ref|NC_001144|:30108-31704	13.2049	13.5799	15.0736	15.6118
YDC1	YPL087W	ref|NC_001148|:383454-384408	102.639	133.776	139.473	188.816
YDJ1	YNL064C	ref|NC_001146|:505867-507097	236.233	231.673	177.636	56.5312
YDL007C-A	YDL007C-A	ref|NC_001136|:436566-436824	0	0	0	0
YDL009C	YDL009C	ref|NC_001136|:432924-433248	501.704	651.852	481.702	428.89
YDL011C	YDL011C	ref|NC_001136|:432307-432631	181.122	175.469	283.317	580.577
YDL012C	YDL012C	ref|NC_001136|:431107-431517	292.163	217.659	431.377	223.653
YDL016C	YDL016C	ref|NC_001136|:425569-425872	19.854	14.6522	15.9852	22.9621
YDL022C-A	YDL022C-A	ref|NC_001136|:409807-410056	20.6849	24.7572	13.283	40.9739
YDL023C	YDL023C	ref|NC_001136|:411760-412081	95.2268	99.3576	180.515	204.96
YDL025W-A	YDL025W-A	ref|NC_001136|:405409-405514	235.931	96.9524	32.8421	57.3964
YDL026W	YDL026W	ref|NC_001136|:404748-405060	51.781	56.7379	80.057	119.882
YDL027C	YDL027C	ref|NC_001136|:403694-404957	37.1933	55.7059	70.0496	56.7507
YDL032W	YDL032W	ref|NC_001136|:393689-394001	13.7094	10.5021	7.20933	19.9564
YDL034W	YDL034W	ref|NC_001136|:391782-392127	26.1155	22.0396	24.2241	13.5054
YDL041W	YDL041W	ref|NC_001136|:378101-378455	15.5748	4.20324	4.8276	11.7175
YDL050C	YDL050C	ref|NC_001136|:364445-364817	43.7608	37.8379	16.158	16.6126
YDL057W	YDL057W	ref|NC_001136|:351433-352420	33.8585	21.4196	22.99	22.7322
YDL062W	YDL062W	ref|NC_001136|:339856-340282	31.0963	15.141	8.61827	4.00957
YDL063C	YDL063C	ref|NC_001136|:338271-340134	25.7744	14.1948	6.0905	3.17892
YDL068W	YDL068W	ref|NC_001136|:333499-333829	64.1009	73.9089	78.4636	48.5771
YDL071C	YDL071C	ref|NC_001136|:330665-331040	77.6946	70.2814	77.3833	108.078
YDL073W	YDL073W	ref|NC_001136|:326612-329567	22.367	17.9684	18.0083	11.651
YDL085C-A	YDL085C-A	ref|NC_001136|:302463-302670	699.622	629.478	773.122	739.073
YDL086C-A	YDL086C-A	ref|NC_001136|:301654-302089	86.3975	110.599	69.7192	43.7822
YDL086W	YDL086W	ref|NC_001136|:301412-302234	175.705	170.112	163.394	163.62
YDL094C	YDL094C	ref|NC_001136|:289571-290081	12.0436	12.5921	3.5239	4.66071
YDL109C	YDL109C	ref|NC_001136|:265257-267201	6.18012	6.80363	10.0041	8.75434
YDL114W	YDL114W	ref|NC_001136|:255603-256530	1.81247	1.75281	1.9918	1.26644
YDL114W-A	YDL114W-A	ref|NC_001136|:254934-255048	2226.25	2492.14	2382.12	3716.73
YDL118W	YDL118W	ref|NC_001136|:247301-247682	55.7227	45.0941	75.5384	79.7813
YDL119C	YDL119C	ref|NC_001136|:246688-247612	15.677	14.1724	17.0878	17.014
YDL121C	YDL121C	ref|NC_001136|:245132-245582	268.291	202.148	200.371	138.39
YDL124W	YDL124W	ref|NC_001136|:240258-241197	730.985	816.536	1929.16	1521.47
YDL129W	YDL129W	ref|NC_001136|:231023-231899	34.95	24.4352	32.5504	23.5618
YDL144C	YDL144C	ref|NC_001136|:198661-199732	38.8337	36.8544	90.4408	62.9299
YDL152W	YDL152W	ref|NC_001136|:182821-183187	265.703	173.42	34.75	93.4012
YDL156W	YDL156W	ref|NC_001136|:174917-176486	26.3905	25.0892	13.6071	11.1919
YDL157C	YDL157C	ref|NC_001136|:174231-174588	287.441	290.478	310.447	323.546
YDL158C	YDL158C	ref|NC_001136|:173865-174174	61.0413	65.3684	80.4814	91.7222
YDL159C-B	YDL159C-B	ref|NC_001136|:173055-173232	12.4902	22.9384	44.4302	52.3359
YDL159W-A	YDL159W-A	ref|NC_001136|:172181-172313	11.3027	27.2103	62.6404	86.3917
YDL160C-A	YDL160C-A	ref|NC_001136|:169365-169608	226.32	266.669	196.262	274.326
YDL162C	YDL162C	ref|NC_001136|:167358-167715	7.88524	9.37238	5.18759	5.67817
YDL163W	YDL163W	ref|NC_001136|:166955-167258	5.87753	9.64313	2.5	1.16632
YDL172C	YDL172C	ref|NC_001136|:148606-149086	1.41605	0.64912	2.23334	13.6623
YDL176W	YDL176W	ref|NC_001136|:142096-144223	13.351	13.9532	27.7245	35.1232
YDL177C	YDL177C	ref|NC_001136|:141208-141721	29.7867	33.4118	41.2901	22.7601
YDL180W	YDL180W	ref|NC_001136|:135895-137539	20.4423	17.6965	43.2306	26.0107
YDL183C	YDL183C	ref|NC_001136|:130870-131833	27.2702	28.065	69.6131	107.456
YDL185C-A	YDL185C-A	ref|NC_001136|:126607-126835	629.782	490.85	528.003	862.417
YDL186W	YDL186W	ref|NC_001136|:125615-126449	38.9678	45.7268	18.8777	11.3263
YDL187C	YDL187C	ref|NC_001136|:125508-125838	24.2993	29.0484	10.8867	8.12844
YDL196W	YDL196W	ref|NC_001136|:106740-107070	10.5257	5.91259	13.8057	31.4815
YDL199C	YDL199C	ref|NC_001136|:101289-103353	9.59356	10.9027	31.2401	32.278
YDL206W	YDL206W	ref|NC_001136|:90175-92464	24.1923	22.0262	54.6306	37.7828
YDL211C	YDL211C	ref|NC_001136|:79293-80412	4.18647	5.36344	4.88457	4.71078
YDL218W	YDL218W	ref|NC_001136|:66492-67446	7.07855	7.1903	8.6074	4.01989
YDL221W	YDL221W	ref|NC_001136|:62010-62562	24.6252	19.1186	22.6053	43.3699
YDL228C	YDL228C	ref|NC_001136|:45276-45918	57.9763	36.5121	45.7215	18.3443
YDL233W	YDL233W	ref|NC_001136|:36796-38173	33.7749	33.1724	79.2552	90.5175
YDL240C-A	YDL240C-A	ref|NC_001136|:22470-22608	9.48551	22.8355	7.00925	22.0659
YDL241W	YDL241W	ref|NC_001136|:20634-21006	4.98717	5.92305	2.21114	3.31472
YDL242W	YDL242W	ref|NC_001136|:18958-19312	29.4132	34.5108	26.3451	44.1344
YDL247W-A	YDL247W-A	ref|NC_001136|:3761-3836	0	0	0	0
YDR003W-A	YDR003W-A	ref|NC_001136|:454781-454904	1357.99	1577.42	3731.15	6906.52
YDR008C	YDR008C	ref|NC_001136|:462251-462602	46.1631	40.8584	87.0679	82.023
YDR010C	YDR010C	ref|NC_001136|:465050-465383	14.4139	9.70783	20.5414	15.0546
YDR015C	YDR015C	ref|NC_001136|:477959-478199	5.40171	7.97216	14.8545	6.41025
YDR018C	YDR018C	ref|NC_001136|:482669-483860	19.2694	24.0416	95.7987	151.788
YDR026C	YDR026C	ref|NC_001136|:492555-494268	97.6942	90.9954	60.9843	52.7955
YDR029W	YDR029W	ref|NC_001136|:501099-501414	138.692	110.584	154.93	545.424
YDR034C-A	YDR034C-A	ref|NC_001136|:520515-520692	96.1314	91.9778	161.196	264.176
YDR034C-C	YDR034C-C	ref|NC_001136|:518039-519356	0.0490775	0.0368525	0.0653383	0.124305
YDR034C-D	YDR034C-D	ref|NC_001136|:514042-519356	0.0682281	0.0869674	0.0489435	0.0516025
YDR034W-B	YDR034W-B	ref|NC_001136|:521313-521469	174.493	192.239	797.682	2376.54
